Gender,Age,Partner,Dependents,Tenure,Contract Type,Payment Method,Internet Service,Phone Service,Multiple Lines,TV,Streaming,Monthly Charges,Total Charges,Churn
Male,53,No,Yes,2,One year,Electronic check,No,Yes,Yes,Yes,No,39.5,65.23,No
Female,30,Yes,Yes,58,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,64.03,3725.57,Yes
Female,71,Yes,No,65,One year,Credit card,Fiber optic,Yes,Yes,No,No,68.06,4424.14,No
Male,23,No,Yes,12,Two year,Credit card,Fiber optic,Yes,Yes,No,Yes,88.8,1057.47,No
Female,64,Yes,Yes,54,Month-to-month,Credit card,No,Yes,Yes,Yes,No,31.72,1705.53,No
Male,49,Yes,No,50,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,Yes,67.08,3342.89,No
Male,64,Yes,No,50,One year,Mailed check,DSL,Yes,No,Yes,No,55.36,2762.15,No
Male,45,No,Yes,33,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,87.54,2888.62,No
Male,27,No,No,23,One year,Electronic check,DSL,No,No,No,Yes,46.7,1087.3,Yes
Female,64,No,No,5,One year,Credit card,Fiber optic,Yes,No,Yes,Yes,88.59,473.12,No
Male,57,No,No,2,One year,Bank transfer,Fiber optic,Yes,No,No,No,58.96,129.29,No
Male,46,No,No,12,Month-to-month,Bank transfer,No,Yes,Yes,Yes,Yes,47.07,567.17,No
Male,41,No,Yes,38,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,72.04,2697.65,No
Female,39,Yes,Yes,10,Two year,Electronic check,Fiber optic,Yes,No,No,No,68.13,729.65,No
Female,47,Yes,Yes,49,Month-to-month,Credit card,No,Yes,No,Yes,Yes,36.54,1776.37,No
Female,34,No,No,44,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,59.67,2611.84,Yes
Male,35,No,No,24,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,68.23,1662.69,No
Female,35,Yes,No,6,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,62.55,353.25,No
Female,18,No,No,37,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,54.08,2008.23,No
Female,75,No,Yes,59,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,63.99,3766.27,No
Male,32,Yes,Yes,28,One year,Electronic check,Fiber optic,Yes,No,No,No,67.99,1898.57,No
Female,28,Yes,Yes,58,One year,Bank transfer,Fiber optic,No,No,Yes,Yes,76.05,4411.72,No
Male,27,Yes,No,20,Two year,Credit card,Fiber optic,Yes,Yes,No,Yes,80.23,1580.78,No
Male,79,Yes,No,5,Two year,Mailed check,DSL,Yes,No,No,No,52.44,259.75,No
Male,47,Yes,No,46,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,61.25,2838.05,No
Male,38,Yes,Yes,63,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,36.69,2309.94,No
Male,43,Yes,No,63,Two year,Bank transfer,DSL,Yes,Yes,No,No,59.04,3789.79,No
Male,23,Yes,Yes,69,Month-to-month,Mailed check,No,Yes,Yes,No,Yes,35.25,2433.8,No
Male,37,No,No,7,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,70.82,471.8,Yes
Female,33,No,Yes,3,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,77.37,221.67,Yes
Male,67,Yes,No,41,One year,Electronic check,Fiber optic,Yes,No,Yes,No,74.46,3014.06,No
Female,21,Yes,Yes,68,Month-to-month,Electronic check,No,Yes,No,No,Yes,29.98,2060.13,No
Female,44,Yes,Yes,71,Month-to-month,Credit card,No,Yes,Yes,No,No,20.03,1454.56,No
Female,66,Yes,No,20,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,89.07,1798.25,Yes
Female,69,Yes,No,27,One year,Bank transfer,Fiber optic,Yes,No,No,Yes,87.43,2343.73,No
Male,49,Yes,No,47,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,84.12,3936.42,Yes
Female,31,Yes,Yes,65,One year,Electronic check,DSL,No,No,No,No,48.82,3187.86,No
Female,38,No,No,12,Month-to-month,Bank transfer,No,Yes,Yes,Yes,Yes,46.5,547.55,No
Male,31,Yes,Yes,70,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,60.95,4249.08,No
Male,59,No,No,58,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,79.08,4567.04,Yes
Female,36,Yes,No,4,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,73.68,332.08,Yes
Male,57,Yes,No,60,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,84.08,5035.26,No
Male,58,No,Yes,46,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,69.57,3216.66,No
Female,76,Yes,No,70,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,75.94,5327.13,No
Female,40,No,Yes,15,Two year,Bank transfer,DSL,No,No,Yes,Yes,51.87,761.1,No
Male,77,No,No,71,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,50.81,3608.38,No
Female,42,No,No,3,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,55.52,146.55,Yes
Male,60,Yes,No,5,One year,Credit card,No,No,No,Yes,Yes,36.82,213.08,No
Female,59,Yes,No,32,Two year,Electronic check,DSL,Yes,No,No,Yes,53.67,1699.34,No
Female,68,Yes,Yes,47,Month-to-month,Electronic check,No,Yes,Yes,Yes,No,33.27,1571.21,No
Male,47,Yes,Yes,12,Month-to-month,Credit card,DSL,No,No,No,No,41.33,486.03,Yes
Male,67,Yes,No,19,One year,Bank transfer,No,Yes,No,No,No,25.7,469.84,No
Female,40,No,No,28,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,84.98,2400.91,No
Male,48,No,No,9,One year,Credit card,No,Yes,Yes,No,Yes,29.97,259.28,No
Male,48,Yes,No,12,Two year,Mailed check,Fiber optic,Yes,No,Yes,Yes,89.66,1039.35,Yes
Male,61,Yes,No,10,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,65.64,664.87,Yes
Female,56,No,No,68,Two year,Electronic check,Fiber optic,Yes,No,No,No,63.64,4313.43,No
Male,22,No,No,67,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,88.7,5946.02,No
Female,68,Yes,Yes,45,Two year,Electronic check,No,Yes,No,No,No,16.58,763.27,No
Female,64,Yes,Yes,49,Two year,Credit card,Fiber optic,Yes,Yes,No,Yes,86.15,4228.32,No
Male,24,No,No,9,One year,Electronic check,DSL,Yes,No,No,No,44.87,421.61,No
Female,77,No,Yes,3,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,No,81.4,218.24,No
Female,58,No,Yes,27,Two year,Credit card,Fiber optic,Yes,No,Yes,Yes,80.03,2184.7,No
Male,23,Yes,Yes,70,Month-to-month,Credit card,No,Yes,No,Yes,Yes,40.06,2798.58,No
Female,48,Yes,No,34,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,74.39,2500.9,Yes
Male,69,Yes,No,58,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,75.09,4305.98,No
Male,35,Yes,No,26,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,68.98,1787.36,No
Male,75,No,Yes,22,One year,Mailed check,DSL,Yes,Yes,No,Yes,57.3,1244.79,No
Female,43,Yes,No,58,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,80.38,4646.35,No
Female,32,No,No,33,One year,Electronic check,No,Yes,Yes,No,Yes,38.37,1272.96,Yes
Male,40,No,No,52,Month-to-month,Credit card,DSL,Yes,Yes,Yes,Yes,64.41,3383.57,Yes
Female,50,No,No,52,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,76.42,3955.75,Yes
Female,60,No,No,52,Month-to-month,Electronic check,DSL,Yes,No,Yes,Yes,64.13,3336.52,No
Female,75,No,No,48,Two year,Electronic check,DSL,No,No,No,No,45.01,2148.98,No
Female,30,Yes,No,58,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,57.98,3343.31,No
Male,77,Yes,Yes,33,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,57.83,1888.09,No
Female,50,Yes,No,21,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,86.17,1842.46,Yes
Male,25,No,No,36,Two year,Bank transfer,No,Yes,No,No,No,23.56,848.56,No
Male,75,No,No,23,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,55.92,1282.45,Yes
Male,39,Yes,No,3,One year,Electronic check,No,Yes,No,Yes,Yes,37.97,100.21,No
Female,56,Yes,Yes,26,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,83.91,2183.02,Yes
Female,61,Yes,No,36,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,Yes,74.97,2686.02,No
Male,18,Yes,Yes,37,One year,Electronic check,Fiber optic,Yes,No,No,No,75.88,2846.24,No
Male,31,No,Yes,24,One year,Electronic check,DSL,Yes,No,No,No,50.45,1215.85,No
Male,60,Yes,No,52,One year,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,82.06,4269.68,No
Female,38,No,No,20,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,85.26,1707.57,Yes
Male,18,No,No,46,Two year,Bank transfer,Fiber optic,Yes,Yes,No,No,69.19,3208.94,No
Female,19,Yes,Yes,19,One year,Bank transfer,DSL,Yes,Yes,No,Yes,52.95,1005.7,No
Male,69,Yes,Yes,71,Two year,Electronic check,DSL,Yes,No,No,No,45.29,3206.03,No
Male,27,No,No,46,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,73.36,3377.58,Yes
Female,24,No,No,40,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,46.03,1856.87,No
Male,52,Yes,No,30,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,84.66,2563.58,Yes
Male,25,Yes,No,54,One year,Mailed check,Fiber optic,Yes,Yes,Yes,No,84.05,4542.75,No
Male,58,No,No,30,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,79.75,2397.21,No
Female,51,No,No,57,Month-to-month,Mailed check,DSL,Yes,No,No,No,51.91,2978.64,No
Male,58,No,No,11,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,74.53,765.14,Yes
Male,48,No,No,59,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,66.33,3915.38,No
Male,66,No,No,69,Month-to-month,Bank transfer,No,Yes,No,Yes,Yes,48.99,3368.94,No
Female,57,Yes,No,17,Two year,Bank transfer,Fiber optic,Yes,No,Yes,Yes,81.16,1380.83,No
Female,43,No,No,16,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,69.66,1121.67,No
Female,18,Yes,No,68,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,60.81,4159.74,No
Male,34,No,No,29,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,80.82,2316.13,Yes
Female,26,No,No,50,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,83.49,4160.14,No
Male,18,No,No,13,Two year,Mailed check,Fiber optic,Yes,No,No,No,76.22,973.12,No
Female,34,Yes,No,30,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,88.9,2654.96,Yes
Female,30,No,Yes,50,Two year,Electronic check,No,No,No,No,No,15.9,767.44,No
Female,22,No,Yes,64,One year,Electronic check,No,Yes,Yes,Yes,Yes,40.03,2604.75,No
Female,37,No,No,31,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,No,81.74,2551.45,No
Female,49,No,No,5,Month-to-month,Credit card,DSL,Yes,No,No,No,50.4,236.5,No
Male,29,Yes,No,29,One year,Credit card,No,Yes,No,Yes,Yes,46.07,1336.26,No
Female,34,Yes,Yes,46,One year,Mailed check,Fiber optic,Yes,No,Yes,No,82.17,3771.31,Yes
Female,19,No,No,63,Month-to-month,Mailed check,No,Yes,No,Yes,No,25.16,1588.31,No
Female,21,No,No,60,Two year,Bank transfer,Fiber optic,Yes,No,No,Yes,76.16,4554.03,No
Female,27,No,Yes,54,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,33.79,1793.96,No
Male,46,No,Yes,11,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,No,68.29,739.78,No
Female,59,Yes,No,37,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,65.13,2437.53,Yes
Male,66,Yes,Yes,41,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,89.01,3619.73,No
Female,57,No,No,33,Month-to-month,Electronic check,DSL,No,No,No,No,41.51,1391.8,No
Female,56,Yes,No,66,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,50.11,3318.27,No
Male,76,No,No,69,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,58.72,4043.92,No
Female,33,No,Yes,15,Month-to-month,Electronic check,DSL,Yes,No,No,No,48.75,746.3,Yes
Female,67,No,No,68,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,37.84,2577.49,No
Female,76,Yes,No,60,Two year,Electronic check,No,Yes,Yes,No,No,30.65,1796.55,No
Male,53,No,No,50,Month-to-month,Credit card,No,No,No,No,Yes,20.35,1009.23,No
Male,70,Yes,No,27,Two year,Credit card,No,Yes,No,No,Yes,33.57,898.79,No
Female,26,Yes,No,54,One year,Credit card,No,Yes,Yes,Yes,No,40.75,2229.34,No
Female,72,Yes,No,42,One year,Credit card,No,Yes,No,No,Yes,34.56,1443.65,No
Female,52,Yes,No,64,Two year,Electronic check,DSL,Yes,No,Yes,No,56.19,3592.03,No
Female,31,No,No,51,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,70.24,3559.04,Yes
Male,21,No,Yes,69,One year,Mailed check,No,Yes,No,No,No,25.76,1776.32,No
Female,62,Yes,Yes,30,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,87.99,2615.78,No
Male,44,No,No,5,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No,81.51,429.25,Yes
Female,37,Yes,Yes,35,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,83.22,2904.44,No
Female,42,No,No,71,One year,Credit card,Fiber optic,Yes,No,Yes,No,78.27,5533.14,No
Female,79,No,No,47,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,76.84,3636.21,No
Female,44,No,No,50,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,78.36,3892.03,Yes
Male,22,Yes,Yes,45,One year,Credit card,Fiber optic,Yes,No,No,No,71.03,3201.32,No
Male,35,Yes,No,42,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,85.42,3557.84,No
Male,27,Yes,Yes,4,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No,82.84,337.22,Yes
Female,60,No,No,29,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,81.04,2371.52,Yes
Male,67,No,No,6,One year,Bank transfer,Fiber optic,No,No,No,No,71.48,415.9,No
Female,70,Yes,No,24,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,66.01,1560.66,Yes
Male,57,Yes,No,51,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,83.62,4241.81,No
Male,65,No,No,57,Month-to-month,Electronic check,No,Yes,Yes,No,No,26.31,1498.33,No
Male,43,Yes,Yes,16,One year,Credit card,Fiber optic,No,No,No,No,66.14,1096.86,No
Male,56,No,Yes,47,Two year,Mailed check,No,Yes,No,Yes,No,31.18,1486.74,No
Male,24,No,No,16,Month-to-month,Bank transfer,No,Yes,Yes,No,No,34.93,582.29,No
Male,51,Yes,No,14,One year,Mailed check,No,Yes,Yes,Yes,No,34.79,465.64,No
Female,52,Yes,Yes,69,One year,Electronic check,Fiber optic,Yes,No,No,No,64.85,4496.83,Yes
Female,19,Yes,Yes,43,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,65.17,2822.06,No
Female,51,Yes,Yes,14,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,77.64,1092.99,No
Male,62,No,No,10,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,No,84.62,833.59,Yes
Female,40,No,Yes,3,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,72.53,237.03,No
Female,51,Yes,No,35,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,50.99,1771.04,No
Female,35,Yes,Yes,7,Two year,Mailed check,DSL,No,No,Yes,No,49.0,356.14,No
Male,34,Yes,No,42,Two year,Electronic check,Fiber optic,Yes,No,No,No,64.67,2708.62,No
Female,26,Yes,Yes,31,One year,Bank transfer,DSL,Yes,Yes,No,No,51.57,1579.05,No
Female,38,No,No,45,Two year,Electronic check,Fiber optic,Yes,No,No,No,74.81,3358.34,Yes
Male,67,No,Yes,14,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,68.86,1003.36,No
Male,76,No,No,10,One year,Electronic check,DSL,Yes,Yes,No,No,55.75,534.19,No
Female,57,Yes,No,7,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,88.73,640.97,Yes
Male,56,No,Yes,6,Two year,Credit card,No,No,No,Yes,Yes,32.07,209.2,No
Male,56,Yes,No,5,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,70.6,349.29,Yes
Female,47,No,Yes,18,Month-to-month,Bank transfer,No,No,No,No,No,17.06,296.09,No
Male,44,No,No,57,Month-to-month,Credit card,DSL,Yes,No,No,Yes,61.11,3458.12,No
Male,56,No,No,43,One year,Electronic check,Fiber optic,Yes,No,No,No,73.01,3165.39,Yes
Male,66,Yes,Yes,18,Month-to-month,Credit card,DSL,Yes,No,Yes,Yes,65.4,1153.33,No
Female,43,Yes,No,67,One year,Mailed check,Fiber optic,Yes,No,Yes,Yes,89.74,5957.11,No
Male,53,No,Yes,54,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,Yes,68.73,3717.48,No
Female,47,Yes,No,56,Month-to-month,Bank transfer,DSL,Yes,No,Yes,Yes,63.34,3520.07,No
Male,35,No,No,64,One year,Electronic check,Fiber optic,Yes,No,Yes,No,70.16,4487.79,No
Female,35,Yes,No,53,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,86.36,4550.02,Yes
Female,22,No,Yes,68,One year,Electronic check,DSL,Yes,Yes,No,Yes,59.52,4035.71,No
Female,45,Yes,No,23,Two year,Mailed check,No,Yes,Yes,Yes,Yes,40.74,938.48,No
Female,62,No,Yes,61,One year,Mailed check,Fiber optic,No,No,No,No,64.49,3939.12,No
Male,60,Yes,No,8,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,85.49,710.73,Yes
Female,79,Yes,Yes,21,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,92.96,1952.26,Yes
Female,20,Yes,Yes,64,Two year,Mailed check,Fiber optic,Yes,No,No,Yes,75.2,4814.94,No
Female,65,Yes,Yes,9,One year,Mailed check,No,Yes,No,No,Yes,34.35,304.34,No
Female,67,No,No,36,Two year,Electronic check,Fiber optic,Yes,Yes,No,No,79.14,2867.35,No
Female,45,No,Yes,24,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,59.74,1411.07,No
Male,35,No,No,7,One year,Mailed check,DSL,Yes,No,Yes,Yes,65.6,450.47,No
Male,40,No,No,16,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,66.55,1064.75,No
Male,60,No,Yes,38,One year,Electronic check,Fiber optic,No,No,No,Yes,78.23,2954.57,No
Male,71,Yes,Yes,45,Two year,Electronic check,Fiber optic,Yes,No,Yes,Yes,79.86,3621.54,Yes
Female,57,No,Yes,48,Two year,Electronic check,No,Yes,Yes,Yes,Yes,33.65,1621.4,No
Female,49,Yes,Yes,9,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,62.98,542.29,No
Male,58,No,No,23,Two year,Credit card,Fiber optic,Yes,Yes,Yes,Yes,83.72,1933.83,No
Male,22,Yes,No,7,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,59.43,442.21,No
Female,55,No,Yes,0,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,85.8,0.0,Yes
Female,20,Yes,Yes,28,One year,Credit card,Fiber optic,Yes,Yes,No,Yes,81.71,2315.06,No
Female,77,Yes,No,44,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,48.68,2146.95,No
Female,73,Yes,Yes,26,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,67.98,1771.63,Yes
Female,49,Yes,No,2,One year,Electronic check,DSL,Yes,No,Yes,Yes,63.84,151.65,No
Female,41,Yes,No,15,One year,Electronic check,No,Yes,Yes,Yes,Yes,33.67,509.07,Yes
Male,63,Yes,Yes,31,One year,Credit card,No,Yes,No,Yes,No,30.12,941.56,No
Female,57,Yes,No,25,Month-to-month,Credit card,DSL,Yes,Yes,Yes,Yes,57.79,1446.59,No
Male,61,No,No,59,One year,Mailed check,No,Yes,Yes,No,Yes,28.29,1634.12,No
Male,49,Yes,No,43,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,84.15,3626.71,No
Male,32,No,No,71,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,68.56,4873.13,No
Male,22,Yes,No,12,Month-to-month,Electronic check,Fiber optic,No,No,No,No,57.06,677.11,Yes
Male,35,No,No,26,One year,Electronic check,DSL,Yes,No,No,No,41.21,1020.49,No
Female,50,Yes,No,6,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,76.88,473.73,Yes
Female,44,Yes,No,1,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,89.19,71.99,Yes
Male,49,No,No,66,Two year,Bank transfer,No,No,No,No,Yes,26.63,1734.8,No
Female,35,No,No,35,Two year,Bank transfer,DSL,Yes,Yes,Yes,Yes,72.71,2520.57,No
Male,76,Yes,No,47,One year,Bank transfer,Fiber optic,Yes,No,No,Yes,71.18,3306.26,No
Male,40,Yes,No,19,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,86.15,1646.07,No
Female,70,Yes,Yes,3,Two year,Electronic check,Fiber optic,Yes,No,No,No,66.42,246.39,No
Male,42,Yes,Yes,64,One year,Credit card,Fiber optic,Yes,Yes,Yes,No,84.34,5386.03,Yes
Female,45,Yes,Yes,47,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,87.86,4146.02,No
Female,55,No,Yes,51,One year,Mailed check,Fiber optic,Yes,Yes,No,No,63.41,3232.05,No
Male,34,Yes,No,38,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,75.57,2877.33,No
Male,31,No,Yes,29,One year,Credit card,Fiber optic,Yes,No,No,No,70.86,2053.48,No
Female,41,Yes,No,30,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,78.75,2378.2,No
Female,67,Yes,No,54,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,79.48,4267.91,No
Female,26,Yes,Yes,16,One year,Electronic check,Fiber optic,Yes,No,No,No,62.92,1008.69,No
Male,45,Yes,Yes,24,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,83.7,2031.57,Yes
Male,59,Yes,No,22,Two year,Bank transfer,Fiber optic,No,No,No,No,58.2,1294.36,No
Female,61,No,No,37,One year,Bank transfer,DSL,Yes,Yes,Yes,No,63.22,2345.52,No
Female,44,No,No,69,Two year,Electronic check,DSL,Yes,No,No,No,54.08,3733.68,No
Male,23,Yes,Yes,66,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,No,80.16,5283.32,No
Female,18,Yes,Yes,39,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,84.6,3292.32,Yes
Female,47,No,Yes,14,One year,Mailed check,Fiber optic,Yes,Yes,Yes,No,88.43,1206.92,No
Male,68,Yes,Yes,67,Month-to-month,Electronic check,No,No,No,No,No,16.08,1087.69,No
Male,19,Yes,No,22,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,77.33,1728.53,No
Female,73,No,Yes,25,Two year,Credit card,Fiber optic,Yes,No,No,Yes,80.2,2010.96,No
Female,59,Yes,Yes,63,Two year,Credit card,Fiber optic,Yes,No,No,Yes,79.11,4984.36,No
Male,18,Yes,No,18,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,86.79,1574.13,No
Male,39,Yes,No,33,One year,Bank transfer,Fiber optic,Yes,No,No,No,63.92,2067.15,No
Female,31,No,No,66,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,77.87,5129.15,No
Male,76,Yes,No,22,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,78.81,1732.32,Yes
Female,52,No,No,44,Month-to-month,Credit card,No,Yes,No,No,Yes,43.39,1875.07,No
Female,38,Yes,Yes,2,Two year,Mailed check,Fiber optic,No,No,No,Yes,66.02,135.25,No
Female,35,Yes,Yes,71,One year,Mailed check,DSL,Yes,No,No,No,44.47,3120.62,No
Male,52,Yes,No,30,One year,Mailed check,Fiber optic,Yes,Yes,Yes,No,82.71,2495.08,Yes
Male,18,No,No,48,Month-to-month,Electronic check,No,Yes,No,No,Yes,34.75,1672.31,Yes
Male,33,Yes,No,36,One year,Bank transfer,DSL,Yes,No,No,Yes,52.13,1872.87,No
Female,28,No,Yes,31,Month-to-month,Bank transfer,No,Yes,No,No,No,33.46,1052.56,No
Male,56,Yes,No,29,Two year,Electronic check,No,Yes,No,No,No,26.65,775.75,No
Male,59,Yes,Yes,1,Two year,Mailed check,Fiber optic,No,No,Yes,Yes,78.76,88.27,Yes
Male,46,Yes,No,19,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,82.93,1581.34,Yes
Male,26,Yes,No,27,Two year,Credit card,DSL,No,No,No,Yes,58.05,1550.24,No
Male,40,Yes,Yes,26,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,66.05,1748.57,No
Female,70,No,Yes,19,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,73.96,1430.24,Yes
Female,30,No,No,46,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,73.63,3395.54,No
Male,28,No,No,59,One year,Electronic check,No,Yes,Yes,No,No,21.71,1283.75,No
Male,24,No,Yes,64,Month-to-month,Credit card,DSL,Yes,No,No,No,42.93,2762.23,No
Male,68,Yes,No,70,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,81.79,5750.33,Yes
Female,25,No,Yes,46,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,73.19,3404.77,No
Male,54,Yes,No,29,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,89.07,2572.19,Yes
Female,79,No,Yes,46,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,93.63,4328.05,Yes
Male,57,No,No,9,Month-to-month,Credit card,No,Yes,Yes,Yes,No,25.63,228.96,No
Male,43,Yes,Yes,58,Two year,Bank transfer,Fiber optic,Yes,No,Yes,No,77.95,4488.7,No
Female,30,No,No,38,Month-to-month,Credit card,DSL,Yes,No,Yes,Yes,67.3,2574.32,No
Female,18,No,Yes,11,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,63.96,732.91,Yes
Female,27,Yes,No,30,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,55.27,1677.49,Yes
Female,77,No,No,21,Month-to-month,Electronic check,No,Yes,No,Yes,No,46.65,976.28,No
Female,26,Yes,Yes,25,One year,Electronic check,No,Yes,No,Yes,Yes,43.87,1104.42,No
Female,19,Yes,Yes,3,Month-to-month,Electronic check,DSL,Yes,No,No,No,51.54,168.6,No
Male,68,Yes,No,1,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,76.63,88.09,No
Male,43,No,No,25,Two year,Electronic check,Fiber optic,Yes,No,No,No,71.16,1803.7,No
